P109006,0,96,2020-06-16 00:28:00.013,2020-06-16 00:30:06
P109008,0,74,2020-06-16 00:28:00.009,2020-06-16 00:30:06
P109009,47,47,2020-06-16 00:28:00.004,2020-06-16 00:30:06
P109010,98,98,2020-06-16 00:28:00.027,2020-06-16 00:30:06
P109012,106,106,2020-06-16 00:28:00.025,2020-06-16 00:30:06
P109013,53,52,2020-06-16 00:28:00.022,2020-06-16 00:30:06
group004,289,289,2020-06-16 00:28:00.029,2020-06-16 00:30:06
P104102,94,120,2020-06-16 00:29:00.025,2020-06-16 00:31:07
P104109,254,300,2020-06-16 00:29:00.065,2020-06-16 00:31:07
P104113,98,120,2020-06-16 00:29:00.015,2020-06-16 00:31:07
P104138,330,330,2020-06-16 00:29:00.023,2020-06-16 00:31:07
P107053,130,172,2020-06-16 00:29:00.038,2020-06-16 00:31:07
P109002,74,74,2020-06-16 00:29:00.02,2020-06-16 00:31:07
P109006,0,96,2020-06-16 00:29:00.016,2020-06-16 00:31:07
P109008,0,74,2020-06-16 00:29:00.013,2020-06-16 00:31:07
P109009,84,84,2020-06-16 00:29:00.003,2020-06-16 00:31:07
P109010,98,98,2020-06-16 00:29:00.043,2020-06-16 00:31:07
P109012,106,106,2020-06-16 00:29:00.04,2020-06-16 00:31:07
P109013,53,52,2020-06-16 00:29:00.035,2020-06-16 00:31:07
group004,289,289,2020-06-16 00:29:00.046,2020-06-16 00:31:07
P104102,94,120,2020-06-16 00:30:00.075,2020-06-16 00:32:09
P104109,248,300,2020-06-16 00:30:00.088,2020-06-16 00:32:09
P104113,116,120,2020-06-16 00:30:00.052,2020-06-16 00:32:09
P104138,334,334,2020-06-16 00:30:00.073,2020-06-16 00:32:09
P107053,130,172,2020-06-16 00:30:00.079,2020-06-16 00:32:09
P109002,74,74,2020-06-16 00:30:00.058,2020-06-16 00:32:09
P109006,0,96,2020-06-16 00:30:00.054,2020-06-16 00:32:09
P109008,0,74,2020-06-16 00:30:00.05,2020-06-16 00:32:09
P109009,84,84,2020-06-16 00:30:00.003,2020-06-16 00:32:09
P109010,145,145,2020-06-16 00:30:00.084,2020-06-16 00:32:09
P109012,82,82,2020-06-16 00:30:00.082,2020-06-16 00:32:09
P109013,53,52,2020-06-16 00:30:00.077,2020-06-16 00:32:09
