2020-05-23 00:13:20.549,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,0,一般
2020-05-23 00:15:00.631,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,-1,-1,一般
2020-05-23 00:16:40.601,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,0,一般
2020-05-23 00:18:20.559,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,0,一般
2020-05-23 00:20:00.65,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,0,一般
2020-05-23 00:21:40.613,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,0,0,過飽和
2020-05-23 00:23:20.605,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,0,0,過飽和
2020-05-23 00:25:00.651,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,0,0,過飽和
2020-05-23 00:26:40.637,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,0,0,過飽和
2020-05-23 00:28:20.485,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,0,0,過飽和
2020-05-23 00:29:59.809,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,0,0,過飽和
2020-05-23 00:31:40.463,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,0,0,過飽和
2020-05-23 00:33:20.484,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 00:35:00.544,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 00:36:40.483,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 00:38:20.537,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 00:40:00.546,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 00:41:40.475,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 00:43:20.576,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 00:44:59.996,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 00:46:40.556,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 00:48:20.625,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 00:50:00.607,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 00:51:40.646,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 00:53:20.601,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 00:55:00.678,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 00:56:40.511,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 00:58:20.56,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:00:00.853,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:01:40.624,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:03:21.12,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 00:10:00.53,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,-1,-1,一般
2020-05-23 00:11:40.56,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,0,一般
2020-05-23 01:05:01.129,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:06:40.598,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:08:20.439,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:10:01.097,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:11:40.561,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:13:20.462,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:15:01.022,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:16:40.488,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:18:20.543,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:20:01.197,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:21:40.63,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:23:20.597,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:25:01.144,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:26:40.478,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:28:20.509,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:30:00.563,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:31:40.53,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:33:20.589,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:35:00.617,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:36:40.52,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:38:20.609,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:40:00.67,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:41:40.621,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
2020-05-23 01:43:20.531,100,63,4,3,7,3,23,4,3,7,3,100,63,4,3,7,3,23,4,3,7,3,80,10,一般
